127.0.0.1 - - [30/Apr/2023:00:52:51 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:38 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:39 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:40 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:41 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:42 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:42 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:42 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:44 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:35:45 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:37:39 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:37:39 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:37:39 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:05 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:05 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:05 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:06 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:07 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6037
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:39:08 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:26 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6041
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:26 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:26 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6042
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6042
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6042
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6042
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6042
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:40:46 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:43:14 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6239
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:43:14 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:43:14 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:06 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:06 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:06 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:10 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:10 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:10 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:11 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:12 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:12 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:12 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:15 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6261
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:15 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:15 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:17 +0530] "GET /ZeroToOne/register_page.jsp HTTP/1.1" 200 4854
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:17 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:17 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:21 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6261
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:21 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:21 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:23 +0530] "GET /ZeroToOne/login_page.jsp HTTP/1.1" 200 3934
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:23 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:23 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:30 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6261
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:30 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:45:30 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:18 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:18 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:18 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:55 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:55 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:55 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:56 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:57 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:57 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:53:57 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:31 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:31 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:31 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/js/myjs.js HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/index.jsp HTTP/1.1" 200 6087
0:0:0:0:0:0:0:1 - - [30/Apr/2023:01:54:34 +0530] "GET /ZeroToOne/css/style.css HTTP/1.1" 405 751
